"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.844198117E2,-2.887481901E-1,7.662922293E-3,-2.643737866E0
1.844297657E2,-5.072075855E-1,-6.796935037E-2,-2.548921171E0
1.844397187E2,-6.589138149E-1,-5.058199681E-2,-2.419307696E0
1.844496727E2,-6.384795503E-1,5.859224372E-2,-2.296903837E0
1.844596257E2,-4.365893003E-1,1.363153711E-1,-2.229970175E0
1.844695787E2,-1.053982274E-1,1.595298039E-1,-2.192822229E0
1.844795327E2,3.390877832E-1,1.958248785E-1,-2.132120529E0
1.844894857E2,7.285797349E-1,2.523172957E-1,-2.048101303E0
1.844994397E2,9.669141452E-1,3.938457518E-1,-1.873007015E0
1.845093927E2,1.036084806E0,5.379189163E-1,-1.712572866E0
1.845193467E2,8.893936604E-1,6.396073321E-1,-1.665245503E0
1.845292997E2,5.736817663E-1,6.430924188E-1,-1.705809392E0
1.845392527E2,2.036899134E-1,5.251959232E-1,-1.812788880E0
1.845492067E2,-9.031266687E-2,3.605220313E-1,-1.958994414E0
1.845591597E2,-2.731289066E-1,1.897312940E-1,-2.183763138E0
1.845691137E2,-3.468814274E-1,1.610014750E-1,-2.560776401E0
1.845790667E2,-3.840670146E-1,2.513148088E-1,-2.934411142E0
1.845890207E2,-4.032930616E-1,2.784337199E-1,-3.369164490E0
1.845989737E2,-4.763163432E-1,3.815856755E-1,-3.770480534E0
1.846089267E2,-6.213562717E-1,5.305745941E-1,-4.090529637E0
1.846188807E2,-8.854700325E-1,7.101512846E-1,-4.098009396E0
1.846288337E2,-1.154758360E0,7.078225578E-1,-3.754105407E0
1.846387877E2,-1.260706911E0,4.920465958E-1,-3.244718783E0
1.846487407E2,-1.414140042E0,3.511941143E-1,-2.786839698E0
1.846586947E2,-1.654021041E0,3.534409801E-1,-2.301650607E0
1.846686477E2,-1.717504554E0,3.352012852E-1,-1.819737126E0
1.846786007E2,-1.302273159E0,2.016406471E-1,-1.119072876E0
1.846885547E2,-6.602561163E-1,-1.170294631E-2,-2.976975363E-1
1.846985077E2,-1.305905267E-2,-1.553917659E-1,4.833103806E-1
1.847084617E2,5.199837152E-1,-2.682986497E-1,1.196021065E0
1.847184147E2,8.248586722E-1,-4.794190951E-1,1.853831656E0
1.847283687E2,9.396520869E-1,-9.018248409E-1,2.801105735E0
1.847383217E2,8.898449193E-1,-1.506229450E0,4.000634544E0
1.847482747E2,8.310811329E-1,-2.023580273E0,5.296683927E0
1.847582287E2,7.804723120E-1,-2.181402325E0,6.029590893E0
1.847681817E2,8.759960083E-1,-2.116688704E0,5.752839253E0
1.847781357E2,9.743471257E-1,-1.726764058E0,4.895539790E0
1.847880887E2,1.160993904E0,-1.135628682E0,3.779145523E0
1.847980427E2,1.481920528E0,-5.988295079E-1,2.554496491E0
1.848079957E2,1.724223443E0,-1.402195935E-1,1.568970512E0
1.848179487E2,1.721672595E0,-4.992301561E-2,9.476091242E-1
1.848279027E2,1.499324327E0,-3.317208762E-1,8.368441486E-1
1.848378557E2,9.906981334E-1,-1.108938920E0,1.332020869E0
1.848478097E2,3.502541744E-1,-1.822344400E0,2.388105199E0
1.848577627E2,1.122506434E-1,-2.056721561E0,3.652405370E0
1.848677167E2,7.443040672E-1,-2.046223470E0,4.588000220E0
1.848776697E2,2.280641269E0,-1.737845409E0,5.070706583E0
1.848876227E2,4.100584802E0,-9.142312438E-1,4.958785028E0
1.848975767E2,5.276902796E0,3.639983106E-1,4.169894480E0
1.849075297E2,5.262122789E0,1.728698610E0,2.790236346E0
1.849174837E2,4.453386791E0,2.430497220E0,1.153880766E0
1.849274367E2,3.289032784E0,2.387287612E0,-3.885732079E-1
1.849373907E2,2.022734035E0,2.089586859E0,-1.632943729E0
1.849473437E2,9.524561736E-1,1.732036785E0,-2.335803609E0
1.849572967E2,2.154066920E-1,1.323183972E0,-2.659928806E0
1.849672507E2,-2.753533702E-1,9.148171348E-1,-2.636425338E0
1.849772037E2,-5.300999464E-1,6.015315793E-1,-2.345966654E0
1.849871577E2,-5.054284970E-1,4.198398779E-1,-1.894883788E0
1.849971107E2,-3.592270558E-1,3.615432841E-1,-1.471136069E0
1.850070647E2,-1.748351832E-1,4.152713022E-1,-1.219024596E0
1.850170177E2,4.638154895E-2,5.343281046E-1,-1.127771779E0
1.850269707E2,2.292080213E-1,6.926057638E-1,-1.223196584E0
1.850369247E2,3.535223660E-1,8.711200882E-1,-1.439945267E0
1.850468777E2,4.561983765E-1,9.884386231E-1,-1.751283773E0
1.850568317E2,5.152306597E-1,9.768313884E-1,-2.109160268E0
1.850667847E2,4.985284902E-1,8.727048299E-1,-2.385677435E0
1.850767387E2,4.693634556E-1,7.582249720E-1,-2.436327771E0
1.850866917E2,4.233359282E-1,6.426782166E-1,-2.404351687E0
1.850966447E2,3.170785712E-1,5.590073746E-1,-2.412803253E0
1.851065987E2,2.714110495E-1,5.553212533E-1,-2.417512016E0
1.851165517E2,3.763012178E-1,6.106001357E-1,-2.420247343E0
1.851265057E2,5.745974768E-1,7.744444174E-1,-2.534491412E0
1.851364587E2,8.551457874E-1,9.273578775E-1,-2.725954396E0
1.851464127E2,1.156605276E0,1.181835208E0,-2.784104370E0
1.851563657E2,1.415695840E0,1.550849114E0,-2.758587706E0
1.851663187E2,1.567936286E0,1.940724935E0,-2.691719533E0
1.851762727E2,1.610972816E0,2.172296602E0,-2.452335109E0
1.851862263E2,1.635666924E0,1.999868791E0,-1.990994471E0
1.851961803E2,1.600449436E0,1.473858679E0,-1.506123469E0
1.852061333E2,1.390541557E0,9.178565175E-1,-7.356668526E-1
1.852160873E2,1.106460139E0,4.670561443E-1,5.892818087E-1
1.852260403E2,8.693786412E-1,8.344934218E-2,2.286319792E0
1.852359933E2,9.195331335E-1,-2.086245614E-1,4.058729555E0
1.852459473E2,1.626856485E0,-3.516264063E-1,5.380590886E0
1.852559003E2,2.788611989E0,-1.026763029E-1,5.672634750E0
1.852658543E2,3.868619617E0,2.795132804E-1,4.949865686E0
1.852758073E2,4.341099200E0,1.836552695E-1,3.873627173E0
1.852857613E2,3.916175314E0,-5.214170504E-1,3.158610932E0
1.852957143E2,2.668375986E0,-1.759831232E0,3.576107976E0
1.853056673E2,1.090812113E0,-3.139359559E0,5.094019432E0
1.853156213E2,-2.573042945E-1,-4.034983720E0,6.925700081E0
1.853255743E2,-8.949061961E-1,-4.440782240E0,8.011610473E0
1.853355283E2,-9.362240837E-1,-4.267231617E0,7.951011100E0
1.853454813E2,-5.935436980E-1,-3.791860878E0,6.785613073E0
1.853554353E2,-3.167534660E-1,-2.733638514E0,4.869678724E0
1.853653883E2,-4.484892612E-1,-1.521009310E0,2.855845613E0
1.853753413E2,-5.932618257E-1,-8.706556731E-1,9.368596029E-1
1.853852953E2,-6.470146579E-1,-6.484828207E-1,-4.562781179E-1
1.853952483E2,-6.367226813E-1,-6.284651703E-1,-1.308100494E0
1.854052023E2,-5.824673905E-1,-7.595670542E-1,-1.677612948E0
1.854151553E2,-5.567442829E-1,-9.904466300E-1,-1.775083110E0
1.854251083E2,-7.154858456E-1,-1.381221388E0,-1.719315290E0
1.854350623E2,-1.183265875E0,-1.819358227E0,-1.661708522E0
1.854450153E2,-1.673087057E0,-1.842651487E0,-1.662326573E0
1.854549693E2,-1.964479541E0,-1.739283093E0,-1.715494720E0
1.854649223E2,-1.974325375E0,-1.632641574E0,-1.757233315E0
1.854748763E2,-1.854829776E0,-1.390384121E0,-1.815841711E0
1.854848293E2,-1.598097540E0,-1.035080327E0,-1.873137993E0
1.854947823E2,-1.117254830E0,-6.881548633E-1,-1.946704152E0
1.855047363E2,-4.169964135E-1,-2.958491584E-1,-1.926061726E0
1.855146893E2,4.059165977E-1,7.490623120E-2,-1.953562936E0
1.855246433E2,1.195969463E0,4.981372384E-1,-2.132932123E0
1.855345963E2,1.792097484E0,9.453551687E-1,-2.347679304E0
1.855445503E2,2.144337409E0,1.334119581E0,-2.516469709E0
1.855545033E2,2.160953881E0,1.586003890E0,-2.773061904E0
1.855644563E2,1.792979244E0,1.616446980E0,-3.141575069E0
1.855744103E2,1.280509238E0,1.580820333E0,-3.493175747E0
1.855843633E2,8.970357520E-1,1.485030954E0,-3.804657510E0
1.855943173E2,6.758008660E-1,1.448610694E0,-4.102661440E0
1.856042703E2,7.387936512E-1,1.615921315E0,-4.361867926E0
1.856142243E2,8.096415127E-1,1.940248533E0,-4.415457657E0
1.856241773E2,8.493596752E-1,2.341424537E0,-4.352081441E0
1.856341303E2,9.710250302E-1,2.680644321E0,-4.122965897E0
1.856440843E2,9.968308394E-1,2.871199232E0,-3.624135252E0
1.856540373E2,9.144679829E-1,2.906207682E0,-2.806334315E0
1.856639913E2,7.405649921E-1,2.655791901E0,-1.766074889E0
1.856739443E2,4.270809967E-1,2.235685828E0,-6.463301682E-1
1.856838983E2,1.227763625E-1,1.841520343E0,3.905717862E-1
1.856938513E2,-6.771936819E-2,1.531523335E0,1.303857754E0
1.857038043E2,-2.056926442E-2,1.301187623E0,2.138219760E0
1.857137583E2,2.605780958E-1,1.140006931E0,3.130503366E0
1.857237113E2,7.024489667E-1,9.148678594E-1,4.152444050E0
1.857336653E2,1.169232558E0,5.900975684E-1,4.982945139E0
1.857436183E2,1.423012900E0,2.238194284E-1,5.584248823E0
1.857535723E2,1.411945582E0,-1.069631890E-1,5.926154818E0
1.857635253E2,1.252651640E0,-3.216508015E-1,5.965221820E0
1.857734783E2,1.155583841E0,-3.879914099E-1,5.532354199E0
1.857834323E2,1.304619062E0,-2.378900220E-1,4.762817350E0
1.857933853E2,1.628362582E0,-1.180266327E-1,3.638555655E0
1.858033393E2,1.801760885E0,1.003961080E-1,2.378244454E0
1.858132923E2,1.937301683E0,2.453114542E-1,1.204805337E0
1.858232453E2,1.972881405E0,1.332394798E-1,2.221941948E-1
1.858331993E2,1.708262445E0,-3.567104141E-1,-1.567088878E-1
1.858431523E2,1.193817614E0,-1.146314469E0,2.677480978E-1
1.858531063E2,5.806448865E-1,-2.179569515E0,1.220852435E0
1.858630593E2,-2.062851635E-1,-3.124733918E0,2.282179964E0
1.858730133E2,-7.952484452E-1,-3.894204986E0,3.085575700E0
1.858829663E2,-8.816875418E-1,-4.234502705E0,3.472636233E0
1.858929193E2,-3.845037650E-1,-3.963961977E0,3.351878951E0
1.859028733E2,6.804350037E-1,-3.017939202E0,2.632998869E0
1.859128263E2,2.022388172E0,-1.639047784E0,1.577810917E0
1.859227803E2,3.110379296E0,-2.782393183E-1,7.318211389E-1
1.859327333E2,3.698186145E0,7.569513023E-1,1.357910585E-1
1.859426873E2,3.701725464E0,1.374918089E0,-4.839518201E-1
1.859526403E2,3.129781235E0,1.238388820E0,-1.101323068E0
1.859625933E2,2.173724638E0,6.492986535E-1,-1.639199080E0
1.859725473E2,1.171663830E0,-7.539399862E-3,-2.122072089E0
1.859825003E2,2.669367418E-1,-5.207825544E-1,-2.604800672E0
1.859924543E2,-4.875911272E-1,-7.886679156E-1,-3.017996505E0
1.860024073E2,-1.046153565E0,-8.548762308E-1,-3.345118400E0
1.860123613E2,-1.312346742E0,-8.943440594E-1,-3.623119006E0
1.860223143E2,-1.171269362E0,-8.523755229E-1,-3.945560789E0
1.860322673E2,-7.731143951E-1,-6.054281639E-1,-4.331388144E0
1.860422213E2,-2.437979025E-1,-2.034775499E-1,-4.692925581E0
1.860521743E2,2.151971059E-1,2.452333939E-1,-4.989983432E0
1.860621283E2,5.704590368E-1,6.478310023E-1,-5.044948429E0
1.860720813E2,7.241792665E-1,8.774352273E-1,-4.771627350E0
1.860820343E2,6.267137099E-1,8.537572199E-1,-4.326294050E0
1.860919883E2,3.460583952E-1,6.852148832E-1,-4.008289134E0
1.861019413E2,5.162499391E-2,4.824628267E-1,-3.668912644E0
1.861118953E2,-1.824249605E-1,4.115144661E-1,-3.426330378E0
1.861218483E2,-3.111520892E-1,3.394644901E-1,-3.014612136E0
1.861318023E2,-1.414667132E-1,6.277556106E-1,-2.966066798E0
1.861417553E2,2.861185145E-1,8.142426136E-1,-2.663513734E0
1.861517083E2,6.038868378E-1,1.363615568E0,-2.213963422E0
1.861616623E2,1.100770214E0,1.903367220E0,-1.629884466E0
1.861716153E2,1.435035506E0,1.991140067E0,-6.443175566E-1
1.861815693E2,1.451240041E0,1.962109226E0,1.906396955E-1
1.861915220E2,1.210231845E0,1.814339561E0,8.272295719E-1
1.862014760E2,8.512834822E-1,1.532765722E0,1.426055206E0
1.862114290E2,4.902952817E-1,1.222925419E0,1.946342794E0
1.862213820E2,1.991277330E-1,9.136188941E-1,2.423222407E0
1.862313360E2,2.981009211E-2,5.671932938E-1,3.091293692E0
1.862412890E2,-1.211444411E-2,1.695335128E-1,4.166108408E0
1.862512430E2,9.744202159E-3,-2.894169288E-1,5.519368118E0
1.862611960E2,1.236630379E-1,-6.458751087E-1,6.398599318E0
1.862711500E2,4.862293106E-1,-3.860584666E-1,6.791854391E0
1.862811030E2,1.423885451E0,1.292923900E0,6.311606782E0
1.862910560E2,2.923204661E0,3.771330720E0,4.774063885E0
1.863010100E2,4.226834666E0,5.076932698E0,3.195796300E0
1.863109630E2,4.529223716E0,3.639252643E0,2.226877583E0
1.863209170E2,3.336190871E0,1.409053111E0,1.998042705E0
1.863308700E2,1.175610189E0,1.016721167E-1,2.540676012E0
1.863408240E2,-8.720965733E-1,-1.194207551E0,3.958795962E0
1.863507770E2,-2.004110507E0,-3.094922182E0,5.824709719E0
1.863607300E2,-2.306582295E0,-4.686832198E0,7.018249226E0
1.863706840E2,-2.214252859E0,-5.428576646E0,7.246134515E0
1.863806370E2,-1.987955089E0,-5.140082043E0,6.281149220E0
1.863905910E2,-1.682868426E0,-3.937702131E0,4.407453988E0
1.864005440E2,-1.273707903E0,-2.696399059E0,2.326518815E0
1.864104970E2,-8.859484810E-1,-1.753276650E0,3.327796608E-1
1.864204510E2,-7.363993625E-1,-1.109978848E0,-1.250755096E0
1.864304040E2,-8.312243897E-1,-6.623094392E-1,-2.461618148E0
1.864403580E2,-9.599843907E-1,-4.115246987E-1,-3.305380138E0
1.864503110E2,-9.458151984E-1,-3.680845642E-1,-3.708675465E0
1.864602650E2,-8.351519644E-1,-4.724051772E-1,-3.714065428E0
1.864702180E2,-7.020094753E-1,-6.082618707E-1,-3.470130116E0
1.864801710E2,-7.150456233E-1,-7.232796724E-1,-3.083289438E0
1.864901250E2,-7.482268180E-1,-8.775916404E-1,-2.784165766E0
1.865000780E2,-7.435179090E-1,-1.008614295E0,-2.494259060E0
1.865100320E2,-6.387086150E-1,-9.909564342E-1,-2.495982819E0
1.865199850E2,-2.842841698E-1,-8.912842114E-1,-2.531470740E0
1.865299390E2,-5.354470789E-2,-8.171343541E-1,-2.535101861E0
1.865398920E2,2.963040718E-1,-4.737830736E-1,-2.501750513E0
1.865498450E2,6.597373221E-1,-1.569100320E-2,-2.768095279E0
1.865597990E2,1.072161469E0,4.509648992E-1,-3.064529232E0
1.865697520E2,1.501591584E0,8.594600093E-1,-3.345111383E0
1.865797060E2,1.825893513E0,1.142335585E0,-3.478798029E0
1.865896590E2,1.885892670E0,1.326383276E0,-3.583629250E0
1.865996120E2,1.670840703E0,1.361077584E0,-3.613814331E0
1.866095660E2,1.312514996E0,1.378131427E0,-3.450947741E0
1.866195190E2,9.469771864E-1,1.450441165E0,-3.332693067E0
1.866294730E2,7.088826580E-1,1.427058881E0,-3.458932114E0
1.866394260E2,4.544858732E-1,1.381146397E0,-3.442635924E0
1.866493800E2,1.432042682E-1,1.480096635E0,-3.238485652E0
1.866593330E2,-1.467245844E-1,1.626490742E0,-2.972043822E0
1.866692860E2,-3.859018708E-1,1.678692491E0,-2.626232471E0
1.866792400E2,-6.601502086E-1,1.654780010E0,-2.247714136E0
1.866891930E2,-1.044724944E0,1.680917795E0,-1.810267560E0
1.866991470E2,-1.333587630E0,1.642372364E0,-1.168867764E0
1.867091000E2,-1.424082648E0,1.457755886E0,-3.696381694E-1
1.867190540E2,-1.378931179E0,1.233889533E0,4.695103669E-1
1.867290070E2,-1.190021529E0,9.301149859E-1,1.319689676E0
1.867389600E2,-7.911350021E-1,6.520126386E-1,2.334071079E0
1.867489140E2,-2.047972664E-1,2.716112070E-1,3.433036550E0
1.867588670E2,3.080822279E-1,-1.443414420E-1,4.462091541E0
1.867688210E2,5.690932369E-1,-4.407559530E-1,5.279142280E0
1.867787740E2,7.927601626E-1,-6.214219067E-1,5.726110461E0
1.867887280E2,9.556776971E-1,-7.181610198E-1,5.862099740E0
1.867986810E2,1.057851505E0,-6.366218899E-1,5.569775210E0
1.868086340E2,1.190773481E0,-3.623249106E-1,4.982646346E0
1.868185880E2,1.492344798E0,-1.390381636E-1,4.350213840E0
1.868285410E2,1.787695262E0,-2.451541641E-1,3.463002360E0
1.868384950E2,1.798448876E0,-4.154322468E-1,2.460272704E0
1.868484480E2,1.572400635E0,-6.244343922E-1,1.414280083E0
1.868584010E2,1.191678118E0,-9.180251366E-1,6.234962064E-1
1.868683550E2,8.220947664E-1,-1.290403750E0,4.709078515E-1
1.868783080E2,5.729049271E-1,-1.833497086E0,9.537668270E-1
1.868882620E2,2.776866468E-1,-2.357397815E0,1.709586108E0
1.868982150E2,-9.849660348E-2,-2.776452412E0,2.377620556E0
1.869081690E2,-5.870994451E-1,-3.116713293E0,2.666026282E0
1.869181220E2,-8.558850217E-1,-3.142569680E0,2.510665762E0
1.869280750E2,-6.135160325E-1,-2.672086921E0,2.036629651E0
1.869380290E2,2.485714231E-1,-1.720447019E0,1.385964941E0
1.869479820E2,1.658984158E0,-4.812200010E-1,5.891876686E-1
1.869579360E2,2.964091316E0,6.053274456E-1,-9.353381574E-2
1.869678890E2,3.718175729E0,1.356102480E0,-6.028011560E-1
1.869778430E2,3.864368399E0,1.665359231E0,-1.212036588E0
1.869877960E2,3.431320100E0,1.494745080E0,-1.933157322E0
1.869977490E2,2.462202577E0,9.781330517E-1,-2.672465236E0
1.870077030E2,1.226724355E0,4.739732543E-1,-3.275115534E0
1.870176560E2,1.865101360E-1,4.189676195E-2,-3.683507879E0
1.870276100E2,-5.814503404E-1,-3.679242043E-1,-3.956618459E0
1.870375630E2,-9.628409748E-1,-6.524102493E-1,-4.149122831E0
1.870475160E2,-1.036086706E0,-7.678261001E-1,-4.279541468E0
1.870574700E2,-8.631417087E-1,-6.186864330E-1,-4.429078161E0
1.870674230E2,-5.593828755E-1,-2.483045708E-1,-4.567436147E0
1.870773770E2,-2.245770814E-1,1.592268451E-1,-4.638293291E0
1.870873300E2,1.610337809E-2,4.592850485E-1,-4.552614040E0
1.870972840E2,2.260281410E-2,6.561110982E-1,-4.352867306E0
1.871072370E2,-8.089842126E-2,7.323751625E-1,-4.009819350E0
1.871171900E2,-2.756426794E-1,6.031446069E-1,-3.474726028E0
1.871271440E2,-4.438388975E-1,4.906672011E-1,-2.927581594E0
1.871370970E2,-5.752505011E-1,5.368498991E-1,-2.527124505E0
1.871470510E2,-5.291966978E-1,7.060804530E-1,-2.360851911E0
1.871570040E2,-2.827680964E-1,9.491348820E-1,-2.312059820E0
1.871669570E2,-2.883167021E-2,1.342369709E0,-2.199490979E0
1.871769110E2,1.484843039E-1,1.704501954E0,-1.944345385E0
1.871868640E2,3.126407903E-1,1.900997198E0,-1.395770722E0
1.871968180E2,4.237609111E-1,1.911477893E0,-6.285879618E-1
1.872067710E2,4.406435769E-1,1.873262538E0,3.048071659E-1
1.872167250E2,3.695409960E-1,1.823449523E0,1.071419823E0
1.872266780E2,1.476413181E-1,1.687186887E0,1.851478152E0
1.872366310E2,-2.116649308E-1,1.399967269E0,2.710967397E0
1.872465850E2,-8.103246868E-1,9.491485499E-1,3.592897087E0
1.872565380E2,-1.343107190E0,3.531496060E-1,4.674955918E0
1.872664920E2,-1.548057068E0,-3.216443695E-1,5.769783899E0
1.872764450E2,-1.468450589E0,-9.716356988E-1,6.864032421E0
1.872863990E2,-1.083777182E0,-1.421646113E0,7.644308267E0
1.872963520E2,-5.290989762E-1,-1.440754375E0,7.975744237E0
1.873063050E2,2.145287509E-1,-9.768894220E-1,7.670288031E0
1.873162590E2,9.725630672E-1,-2.030330153E-1,6.666180770E0
1.873262120E2,1.575296907E0,5.810204239E-1,5.448844850E0
1.873361660E2,1.739966779E0,1.267005824E0,4.024697590E0
1.873461190E2,1.445028836E0,1.833612423E0,2.293611270E0
1.873560720E2,8.518548283E-1,2.014554073E0,7.777235359E-1
1.873660260E2,2.541184574E-1,1.359549414E0,1.972599131E-1
1.873759790E2,-1.085912000E-2,1.644332059E-1,6.162936062E-1
1.873859330E2,-2.127312620E-1,-1.102657403E0,1.569188613E0
1.873958860E2,-3.611690988E-1,-2.161639613E0,2.494024002E0
1.874058400E2,-2.773286693E-1,-2.843862914E0,3.026981336E0
1.874157930E2,-1.997553220E-1,-2.982501567E0,2.893014024E0
1.874257460E2,-3.548123349E-1,-2.465168577E0,2.345901166E0
1.874357000E2,-6.346350791E-1,-1.636071405E0,1.455956113E0
1.874456530E2,-7.889800107E-1,-1.050159346E0,2.512197733E-1
1.874556070E2,-8.793699979E-1,-6.831704043E-1,-9.684661424E-1
1.874655600E2,-9.172162474E-1,-4.306915793E-1,-1.933368407E0
1.874755130E2,-9.943012608E-1,-3.068399504E-1,-2.635428972E0
1.874854670E2,-1.008988809E0,-3.002704574E-1,-3.054436938E0
1.874954200E2,-8.547513928E-1,-4.273664139E-1,-3.240516390E0
1.875053740E2,-6.600873511E-1,-5.269311941E-1,-3.329139129E0
1.875153270E2,-4.864145212E-1,-5.630582160E-1,-3.429336432E0
1.875252810E2,-3.550218114E-1,-5.532335781E-1,-3.504336913E0
1.875352340E2,-1.890306880E-1,-4.970017822E-1,-3.508628769E0
1.875451870E2,8.107577462E-2,-4.475951488E-1,-3.460979224E0
1.875551410E2,4.343514977E-1,-3.458601746E-1,-3.362308629E0
1.875650940E2,8.534815237E-1,-2.074160881E-1,-3.204269500E0
1.875750480E2,1.252205206E0,-6.347620368E-2,-3.004540892E0
1.875850010E2,1.502412680E0,4.143380865E-2,-2.663767503E0
1.875949540E2,1.539562672E0,7.463269114E-2,-2.243539224E0
1.876049080E2,1.399199383E0,2.425644323E-2,-1.984590601E0
1.876148610E2,1.018445072E0,-1.283697724E-1,-1.974212378E0
1.876248150E2,4.898189163E-1,-2.208715546E-1,-2.348679762E0
1.876347680E2,5.560829993E-2,-1.451849028E-1,-2.950240139E0
1.876447220E2,-2.213187204E-1,2.661652565E-3,-3.378604234E0
1.876546750E2,-3.530459641E-1,2.611367972E-1,-3.708930404E0
1.876646280E2,-4.421837335E-1,5.478491695E-1,-4.015712174E0
1.876745820E2,-5.828438781E-1,1.004610267E0,-4.055099019E0
1.876845350E2,-6.428905436E-1,1.550738309E0,-3.817319655E0
1.876944890E2,-7.385045063E-1,1.939540874E0,-3.407487141E0
1.877044420E2,-1.025227696E0,2.214611440E0,-2.786371336E0
1.877143950E2,-1.299864983E0,2.236923099E0,-1.905433919E0
1.877243490E2,-1.502133329E0,1.975606792E0,-7.574354517E-1
1.877343020E2,-1.623531466E0,1.654033613E0,5.122687161E-1
1.877442560E2,-1.572048194E0,1.387116551E0,1.861102669E0
1.877542090E2,-1.492958609E0,1.228718110E0,3.147901171E0
1.877641630E2,-1.289338095E0,1.050330378E0,4.290075227E0
1.877741160E2,-9.755801573E-1,8.305144646E-1,5.353450450E0
1.877840690E2,-6.623921773E-1,5.565653215E-1,6.217689389E0
1.877940230E2,-4.212871734E-1,3.183470515E-1,6.743110247E0
1.878039760E2,-1.715468919E-1,1.194885828E-1,6.884664322E0
1.878139300E2,5.982249789E-3,-1.292790145E-1,6.810666053E0
1.878238830E2,2.385368336E-1,-1.982949433E-1,6.473437831E0
1.878338360E2,8.017954264E-1,-6.362801202E-2,5.783716645E0
1.878437900E2,1.411152115E0,1.075595319E-2,4.567735525E0
1.878537430E2,1.580189711E0,-2.573021932E-1,2.882559788E0
1.878636970E2,1.218606374E0,-4.023916402E-1,1.345574130E0
1.878736500E2,5.272223489E-1,-5.997280057E-1,5.222224313E-1
1.878836040E2,-6.820433535E-2,-1.111798940E0,7.864119136E-1
1.878935570E2,-5.675084587E-1,-2.167107637E0,1.881785440E0
1.879035100E2,-1.196538982E0,-3.363392703E0,2.910681387E0
1.879134640E2,-1.773440334E0,-4.070694420E0,3.552868218E0
1.879234170E2,-1.749788786E0,-4.184340611E0,3.777964386E0
1.879333710E2,-1.034073218E0,-3.818406068E0,3.495152106E0
1.879433240E2,2.303808814E-1,-3.177515565E0,2.693942644E0
1.879532770E2,1.376185035E0,-2.181079120E0,1.629029603E0
1.879632310E2,2.046769892E0,-1.142614205E0,5.966574866E-1
1.879731840E2,2.281724904E0,-4.992579304E-1,-2.738987839E-1
1.879831380E2,2.160524841E0,-1.308706266E-1,-1.058857664E0
1.879930910E2,1.934703326E0,1.429490738E-1,-1.795183498E0
1.880030450E2,1.722028106E0,3.143792041E-1,-2.447740366E0
1.880129980E2,1.458429485E0,3.512808359E-1,-3.162175394E0
1.880229510E2,1.200585036E0,3.936320727E-1,-3.815405862E0
1.880329050E2,9.793081228E-1,4.714924268E-1,-4.313453565E0
1.880428580E2,8.480396663E-1,6.227198423E-1,-4.541285645E0
1.880528120E2,8.426634438E-1,7.183224030E-1,-4.492385380E0
1.880627650E2,8.801769137E-1,7.329974525E-1,-4.260908731E0
1.880727180E2,9.654519027E-1,6.399048091E-1,-3.996756670E0
1.880826720E2,1.035138727E0,5.326199502E-1,-3.768383723E0
1.880926250E2,9.293273659E-1,4.261858611E-1,-3.682579926E0
1.881025790E2,6.896030724E-1,3.030239113E-1,-3.712070358E0
1.881125320E2,3.736718711E-1,4.728950277E-2,-3.837984300E0
1.881224860E2,5.403251186E-2,-2.312024152E-1,-3.972186670E0
1.881324390E2,-1.710980815E-1,-3.824612595E-1,-3.941758345E0
1.881423920E2,-3.565570709E-1,-3.647839572E-1,-3.817758197E0
1.881523460E2,-4.044826777E-1,-2.439525613E-1,-3.646652294E0
1.881622990E2,-3.277667698E-1,-3.201964527E-2,-3.480478519E0
1.881722530E2,-1.561142260E-1,3.385248426E-1,-3.238090380E0
1.881822060E2,-5.912119746E-3,7.677575415E-1,-3.050706414E0
1.881921586E2,7.146057665E-2,1.127543737E0,-2.830248842E0
1.882021126E2,1.342777991E-1,1.279966470E0,-2.498781881E0
1.882120656E2,9.273208939E-2,1.287053588E0,-1.781567087E0
1.882220196E2,-1.000489661E-1,1.278939553E0,-9.964146638E-1
1.882319726E2,-2.885065539E-1,1.421788639E0,-2.201587790E-1
1.882419266E2,-2.531747168E-1,1.611464860E0,4.560717112E-1
1.882518796E2,-1.618243610E-1,1.696143506E0,1.062998078E0
1.882618326E2,-3.829166480E-1,1.650250757E0,1.626407712E0
1.882717866E2,-8.261884752E-1,1.440478241E0,2.198796914E0
1.882817396E2,-1.251901589E0,1.015332307E0,2.982755336E0
1.882916936E2,-1.394565319E0,3.528899896E-1,3.828960292E0
1.883016466E2,-1.408638690E0,-3.756742501E-1,4.782556381E0
1.883115996E2,-1.351385385E0,-9.141706520E-1,5.823787029E0
1.883215536E2,-1.219521024E0,-1.303812877E0,6.714090516E0
1.883315066E2,-1.117833705E0,-1.409207624E0,7.103142026E0
1.883414606E2,-9.870265205E-1,-1.002075646E0,6.787641472E0
1.883514136E2,-7.521296883E-1,-2.199545650E-1,5.934276600E0
1.883613666E2,-4.712586844E-1,3.567226933E-1,4.813387579E0
1.883713206E2,-1.412359492E-1,9.083248982E-1,3.343478841E0
1.883812736E2,1.375359042E-1,1.209395693E0,2.053952612E0
1.883912276E2,1.608932650E-1,1.097322696E0,1.478997651E0
1.884011806E2,-3.564254355E-2,5.893803343E-1,1.840130460E0
