"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.393484179E1,-1.940490608E-1,5.822574389E-1,-3.448255098E-1
2.394479779E1,-2.372648815E-1,7.271578382E-1,-2.381132394E-1
2.395475279E1,-2.841134311E-1,7.554205012E-1,-2.270093769E-1
2.396470779E1,-3.573191093E-1,7.037220517E-1,-1.432497668E-1
2.397466379E1,-4.710063040E-1,6.768660095E-1,-1.553125727E-1
2.398461879E1,-5.187567866E-1,7.557767428E-1,-1.821115315E-1
2.399457479E1,-4.926245200E-1,9.090389894E-1,-2.663079286E-1
2.400452979E1,-4.588144939E-1,1.071668402E0,-1.664322227E-1
2.401448479E1,-4.311262101E-1,1.110837584E0,-1.230090451E-1
2.402444079E1,-4.186879399E-1,1.101018721E0,-2.939921558E-1
2.403439579E1,-4.390879617E-1,1.077455245E0,-3.355617660E-1
2.404435167E1,-4.135343868E-1,1.066980909E0,-2.126451069E-1
2.405430667E1,-3.961643921E-1,1.066490327E0,-1.770455039E-1
2.406426167E1,-2.483050459E-1,1.179763612E0,-2.219345784E-1
2.407421767E1,4.331058946E-1,1.591633004E0,2.146191269E-1
2.408417267E1,4.021057114E-2,1.730023735E0,1.762993991E-1
2.409412767E1,-4.383326111E-1,1.252879243E0,-6.123824036E-1
2.410408367E1,-2.801211350E-1,1.255343699E0,-1.302601773E0
2.411403867E1,-1.443234983E-1,1.688016461E0,-1.129452268E0
2.412399467E1,-8.607185494E-2,1.917578293E0,-6.755370104E-1
2.413394967E1,1.860123552E-2,2.016985199E0,-3.555697685E-1
2.414390467E1,1.146390666E-1,2.002037230E0,-2.609951484E-1
2.415386067E1,2.353708222E-1,1.829462800E0,-2.785531676E-1
2.416381567E1,2.764452098E-1,1.769603830E0,-1.313500983E-1
2.417377167E1,1.479558801E-1,1.850488949E0,5.698579431E-2
2.418372667E1,-1.996679792E-2,1.936445504E0,2.250558221E-1
2.419368167E1,-8.721385270E-2,1.940996684E0,2.542743587E-1
2.420363767E1,-1.820381124E-1,1.920462725E0,2.518904489E-1
2.421359267E1,-2.709475115E-1,1.916536320E0,2.814867157E-1
2.422354767E1,-3.090196462E-1,1.783416708E0,8.115923631E-1
2.423350367E1,-3.388077016E-1,1.820739778E0,7.589709306E-1
2.424345867E1,-4.792176951E-1,1.843569062E0,1.275663650E-1
2.425341467E1,-6.582733986E-1,2.118767243E0,1.216074675E-1
2.426336967E1,-1.361246422E0,2.634968212E0,3.100193739E-1
2.427332467E1,-1.635966593E0,2.301838741E0,3.965341920E-1
2.428328067E1,-1.372936029E0,1.802619549E0,2.832145679E-1
2.429323567E1,-9.415430765E-1,1.539102350E0,5.750561178E-2
2.430319167E1,-6.163140714E-1,1.467809734E0,7.265399337E-2
2.431314667E1,-4.593217398E-1,1.539923007E0,3.315312803E-1
2.432310167E1,-2.982694489E-1,1.736608138E0,7.396260023E-1
2.433305767E1,-1.276364037E-1,2.024184729E0,1.075480714E0
2.434301267E1,1.235066432E-1,2.175526312E0,1.199601315E0
2.435296767E1,2.889209387E-1,2.203460507E0,1.163722799E0
2.436292367E1,3.965126669E-1,2.252443656E0,1.015449105E0
2.437287867E1,4.572461975E-1,2.275871695E0,7.639434028E-1
2.438283467E1,4.125049844E-1,2.347816713E0,6.991498214E-1
2.439278967E1,3.391924484E-1,2.380560244E0,6.332031691E-1
2.440274467E1,2.401741454E-1,2.267765846E0,5.862412566E-1
2.441270067E1,1.470053512E-1,2.182796301E0,6.424066865E-1
2.442265567E1,1.835039545E-1,1.994880677E0,1.077250081E0
2.443261067E1,5.579768028E-1,1.788748637E0,2.139517257E0
2.444256667E1,3.917096543E-1,1.149831350E0,2.181638260E0
2.445252167E1,3.777222740E-1,4.935873737E-1,1.886695932E0
2.446247767E1,5.051758973E-1,2.610169293E-1,2.025062689E0
2.447243267E1,4.110068547E-1,3.337419663E-1,2.553681974E0
2.448238767E1,2.982240598E-1,3.830837687E-1,2.668930010E0
2.449234367E1,2.360882755E-1,3.879782537E-1,2.210299557E0
2.450229867E1,3.095244436E-1,4.538945735E-1,1.800799164E0
2.451225367E1,5.360187174E-1,4.583935674E-1,1.553635604E0
2.452220967E1,8.493666919E-1,2.767379726E-1,1.329114802E0
2.453216467E1,1.098327101E0,-1.092355632E-1,1.110165812E0
2.454212067E1,1.150119471E0,-5.935541499E-1,9.887068641E-1
2.455207567E1,9.850314505E-1,-1.164847073E0,1.288486009E0
2.456203067E1,7.020297213E-1,-1.485187806E0,1.716188200E0
2.457198667E1,6.877445349E-1,-1.676669500E0,8.047967291E-1
2.458194167E1,6.319229212E-1,-1.889750809E0,8.160432637E-2
2.459189667E1,2.990130868E-1,-1.802265061E0,-3.633863264E-1
2.460185267E1,2.874209817E-2,-1.614789002E0,-1.116781937E0
2.461180767E1,-7.327474840E-2,-1.381896449E0,-1.649311255E0
2.462176367E1,1.870755252E-1,-1.091949031E0,-1.844369692E0
2.463171867E1,7.629786122E-1,-8.072836230E-1,-1.812746780E0
2.464167367E1,1.290428162E0,-5.231986240E-1,-1.625913622E0
2.465162967E1,1.694150482E0,-2.309517159E-1,-1.587945896E0
2.466158467E1,1.872174079E0,1.024315238E-1,-1.634032481E0
2.467153967E1,1.921258239E0,5.303132236E-1,-1.470372423E0
2.468149567E1,1.926043600E0,8.507501431E-1,-1.329016569E0
2.469145067E1,1.809479648E0,9.335046168E-1,-1.292409491E0
2.470140667E1,1.564453100E0,8.295314746E-1,-1.459063323E0
2.471136167E1,1.293129576E0,6.253406375E-1,-1.671164639E0
2.472131667E1,1.059696301E0,3.903680838E-1,-1.888894485E0
2.473127267E1,8.029434541E-1,2.632391636E-1,-2.110654231E0
2.474122767E1,5.871965089E-1,2.948409522E-1,-2.293592559E0
2.475118267E1,4.223709183E-1,4.303332911E-1,-2.369551399E0
2.476113867E1,2.807033715E-1,5.713524914E-1,-2.342851843E0
2.477109367E1,2.274049410E-1,6.096565779E-1,-2.349602453E0
2.478104967E1,1.815652188E-1,5.424425416E-1,-2.344124781E0
2.479100467E1,2.118111843E-1,4.639139237E-1,-2.326003091E0
2.480095967E1,2.923054533E-1,4.288079719E-1,-2.091529158E0
2.481091567E1,4.686225769E-1,5.364570393E-1,-1.762728528E0
2.482087067E1,7.050427915E-1,6.583117709E-1,-1.715540328E0
2.483082567E1,8.440000442E-1,8.350024950E-1,-1.709092603E0
2.484078167E1,8.123922622E-1,1.075738284E0,-1.661192213E0
2.485073667E1,7.135225698E-1,1.358679056E0,-1.600329714E0
2.486069267E1,6.530200408E-1,1.609126266E0,-1.552971945E0
2.487064767E1,6.625031282E-1,1.845171345E0,-1.384654580E0
2.488060267E1,7.552428921E-1,2.109973615E0,-1.036647601E0
2.489055867E1,8.757909903E-1,2.358336439E0,-6.948983109E-1
2.490051367E1,1.013648747E0,2.603925636E0,-2.600052148E-1
2.491046867E1,1.270376744E0,2.807088021E0,1.375405455E-1
2.492042467E1,1.502500242E0,2.897061175E0,4.172257340E-1
2.493037967E1,1.514194088E0,2.799321164E0,5.329842317E-1
2.494033567E1,1.215905545E0,2.621585689E0,6.130063015E-1
2.495029067E1,7.404264861E-1,2.332450815E0,6.185529703E-1
2.496024567E1,1.976507264E-1,1.935404554E0,5.746544141E-1
2.497020167E1,-2.973107065E-1,1.511177656E0,9.031930894E-1
2.498015667E1,-7.320958849E-1,1.033588191E0,1.538025293E0
2.499011167E1,-1.122729798E0,5.483552460E-1,2.210429365E0
2.500006767E1,-1.342986298E0,1.132345471E-1,2.821680332E0
2.501002267E1,-1.331482048E0,-3.324429343E-1,3.215984981E0
2.501997867E1,-1.298537081E0,-7.243008155E-1,3.332686635E0
2.502993367E1,-1.325029499E0,-9.316600395E-1,3.246587554E0
2.503988867E1,-1.092143378E0,-8.560971294E-1,3.117525471E0
2.504984454E1,-4.722736879E-1,-6.448346698E-1,2.950790362E0
2.505979954E1,1.962547584E-1,-3.451162626E-1,2.808204255E0
2.506975454E1,5.270796403E-1,5.487209894E-2,2.509752427E0
2.507971054E1,5.005242546E-1,4.060381101E-1,2.335397812E0
2.508966554E1,3.800066715E-1,4.779033141E-1,2.653019151E0
2.509962154E1,2.872428975E-1,2.539577320E-1,3.173854038E0
2.510957654E1,1.079408252E-1,-3.528508133E-1,3.923311549E0
2.511953154E1,-1.104497558E-1,-1.106195772E0,4.483567779E0
2.512948754E1,-2.591416176E-1,-1.627139491E0,4.921362264E0
2.513944254E1,-4.438323194E-1,-1.865004808E0,5.184874638E0
2.514939754E1,-5.516477401E-1,-1.976019167E0,4.807029902E0
2.515935354E1,-5.417609755E-1,-1.957073019E0,3.640078270E0
2.516930854E1,-3.852330590E-1,-1.761403549E0,2.091474779E0
2.517926354E1,-2.923115016E-1,-1.412879090E0,5.402353638E-1
2.518921954E1,-3.090600651E-1,-1.081409133E0,-7.563642418E-1
2.519917454E1,-5.137724007E-1,-7.459651150E-1,-1.922767405E0
2.520913054E1,-8.485661349E-1,-3.811508985E-1,-2.683526414E0
2.521908554E1,-1.224521125E0,-8.483739808E-2,-3.131055343E0
2.522904054E1,-1.535185739E0,8.057857856E-2,-3.437687425E0
2.523899654E1,-1.672951110E0,1.293896730E-1,-3.475131825E0
2.524895154E1,-1.595322013E0,5.674576610E-3,-3.123176220E0
2.525890654E1,-1.255241665E0,-1.418647076E-1,-2.608528272E0
2.526886254E1,-7.717624457E-1,-1.566068539E-1,-2.292746467E0
2.527881754E1,-3.040676210E-1,-8.958760299E-2,-1.996028924E0
2.528877354E1,1.386298178E-1,1.987855978E-2,-1.618119868E0
2.529872854E1,4.921875137E-1,8.306225650E-2,-1.493827359E0
2.530868354E1,7.089185453E-1,1.055585416E-1,-1.643629516E0
2.531863954E1,7.709838890E-1,1.008892476E-1,-1.964491966E0
2.532859454E1,6.875178091E-1,1.724494462E-1,-2.363396620E0
2.533854954E1,4.700895702E-1,3.860394631E-1,-2.742200300E0
2.534850554E1,2.652392768E-1,5.677712911E-1,-3.047113885E0
2.535846054E1,7.977922764E-3,5.147167260E-1,-3.160707743E0
2.536841554E1,-2.017986863E-1,4.788743904E-1,-3.063605956E0
2.537837154E1,-3.846027292E-1,4.310620004E-1,-3.056349562E0
2.538832654E1,-6.494985551E-1,4.465315403E-1,-3.153829663E0
2.539828254E1,-9.055303676E-1,5.020612317E-1,-3.312151213E0
2.540823754E1,-1.090574789E0,5.774470443E-1,-3.294323053E0
2.541819254E1,-1.251787861E0,6.713650221E-1,-2.957508228E0
2.542814854E1,-1.347042658E0,7.127558537E-1,-2.430872903E0
2.543810354E1,-1.395078558E0,7.775007570E-1,-1.887009342E0
2.544805854E1,-1.362636451E0,9.244180436E-1,-1.218825790E0
2.545801454E1,-1.244320820E0,1.189444409E0,-5.298238117E-1
2.546796954E1,-1.174533424E0,1.508279483E0,1.223500639E-1
2.547792454E1,-1.155970853E0,1.737778605E0,7.152396047E-1
2.548788054E1,-1.127231935E0,1.776691240E0,1.279571929E0
2.549783554E1,-1.014570268E0,1.673018791E0,1.710421675E0
2.550779154E1,-8.780189987E-1,1.519069643E0,1.886001282E0
2.551774654E1,-6.932955160E-1,1.381098011E0,1.918874329E0
2.552770154E1,-5.503423492E-1,1.258493594E0,2.042178658E0
2.553765754E1,-4.651490019E-1,1.106191168E0,2.310406812E0
2.554761254E1,-4.884740567E-1,9.102192499E-1,2.626608447E0
2.555756754E1,-5.445928551E-1,6.016951552E-1,2.932592073E0
2.556752354E1,-5.217132850E-1,2.535883342E-1,3.390401577E0
2.557747854E1,-5.261450359E-1,-9.786704108E-2,3.930682549E0
2.558743354E1,-6.495937917E-1,-2.983138329E-1,4.001817436E0
2.559738954E1,-6.262242249E-1,-1.433541396E-1,3.422492266E0
2.560734454E1,-3.264682493E-1,3.358859941E-1,2.622161640E0
2.561730054E1,9.788443655E-2,1.145963636E0,1.678399984E0
2.562725554E1,6.029263595E-1,2.248631710E0,8.900099570E-1
2.563721054E1,9.100546508E-1,2.298686215E0,8.097814804E-1
2.564716654E1,6.810499115E-1,7.089981405E-1,2.075282670E0
2.565712154E1,3.357207007E-1,-1.065262266E0,3.404921383E0
2.566707654E1,7.618666179E-2,-2.164232999E0,3.676899356E0
2.567703254E1,-4.093140858E-1,-2.916340614E0,4.227431667E0
2.568698754E1,-6.837953255E-1,-3.383498646E0,4.274542099E0
2.569694254E1,-5.375183455E-1,-3.779230893E0,3.652741000E0
2.570689854E1,-1.783328780E-1,-3.975880356E0,2.725247467E0
2.571685354E1,1.768773964E-1,-3.735906825E0,1.649111280E0
2.572680954E1,4.652110554E-1,-3.118032132E0,4.939476353E-1
2.573676454E1,7.970367430E-1,-2.260540588E0,-6.480808246E-1
2.574671954E1,1.204832526E0,-1.273375635E0,-1.499834788E0
2.575667554E1,1.600324306E0,-2.979808339E-1,-2.016456172E0
2.576663054E1,2.001298142E0,4.071682307E-1,-2.366602063E0
2.577658554E1,2.274771395E0,7.242823237E-1,-2.476916218E0
2.578654154E1,2.353690095E0,7.223056725E-1,-2.339324217E0
2.579649654E1,2.093566913E0,4.885665889E-1,-2.122995949E0
2.580645154E1,1.577794838E0,1.887655167E-1,-2.018145432E0
2.581640754E1,9.083345461E-1,-2.086827412E-2,-2.003434423E0
2.582636254E1,3.086392483E-1,-2.610562518E-1,-2.133579994E0
2.583631854E1,-9.151955958E-2,-5.259626028E-1,-2.374275364E0
2.584627354E1,-2.718123147E-1,-7.110075362E-1,-2.552197950E0
2.585622854E1,-3.862118098E-1,-7.836628452E-1,-2.750257763E0
2.586618454E1,-4.321888319E-1,-7.554397970E-1,-2.916108187E0
2.587613954E1,-3.851930787E-1,-6.854927722E-1,-3.071989110E0
2.588609454E1,-3.032373895E-1,-5.846494983E-1,-3.176698124E0
2.589605054E1,-1.971730637E-1,-4.163167843E-1,-3.058307794E0
2.590600554E1,-1.090543087E-1,-2.048189011E-1,-2.649427791E0
2.591596054E1,1.573948941E-2,-2.954393417E-2,-2.180622014E0
2.592591654E1,1.313659680E-1,1.135845029E-1,-2.010636438E0
2.593587154E1,2.848219309E-1,3.189913416E-1,-2.245676966E0
2.594582654E1,3.985917541E-1,4.948081993E-1,-2.662595136E0
2.595578254E1,4.628414713E-1,6.147927721E-1,-2.995312817E0
2.596573754E1,4.899261396E-1,7.279450196E-1,-3.091895955E0
2.597569354E1,7.225337870E-1,9.176415592E-1,-2.909059369E0
2.598564854E1,1.043122515E0,1.129252001E0,-2.438077258E0
2.599560354E1,1.228410254E0,1.305819788E0,-1.628653042E0
2.600555954E1,1.348594509E0,1.461540788E0,-8.320663887E-1
2.601551454E1,1.415471307E0,1.517929143E0,-1.439648813E-1
2.602546954E1,1.426304882E0,1.468081484E0,2.883922774E-1
2.603542554E1,1.387884728E0,1.441409702E0,3.529239035E-1
2.604538054E1,1.291504781E0,1.508148652E0,2.154394913E-1
2.605533554E1,1.293678775E0,1.389375184E0,9.667944235E-1
2.606529154E1,1.409622045E0,1.321818354E0,1.404288946E0
2.607524654E1,4.715677097E-1,1.180257410E0,2.117307193E0
2.608520254E1,-1.330958758E-1,8.487623821E-1,1.625744637E0
2.609515754E1,-6.965872791E-1,4.839645378E-1,1.559859381E0
2.610511254E1,-1.470630139E0,-7.142081559E-3,2.495701568E0
2.611506854E1,-1.734093982E0,-4.332772180E-1,2.583213921E0
2.612502354E1,-1.578480131E0,-5.819065695E-1,2.987797390E0
2.613497854E1,-1.372015531E0,-3.895081776E-1,3.212838010E0
2.614493454E1,-1.007152637E0,3.476428445E-1,3.129109975E0
2.615488954E1,-3.237371976E-1,1.770434719E0,3.030766239E0
2.616484454E1,9.968032844E-1,3.394930245E0,2.719999006E0
2.617480054E1,2.541386156E0,4.423206972E0,2.337012228E0
2.618475554E1,3.567528942E0,4.289198729E0,2.037145960E0
2.619471054E1,3.737359858E0,3.074446987E0,1.950850412E0
2.620466654E1,2.941671337E0,1.513035316E0,1.943817966E0
2.621462154E1,1.331740056E0,-1.517232594E-1,1.856588618E0
2.622457754E1,-4.264874678E-1,-1.642510066E0,1.755307242E0
2.623453254E1,-1.828096890E0,-2.983828885E0,1.835210028E0
2.624448754E1,-2.719317513E0,-4.219008753E0,2.190592101E0
2.625444354E1,-3.188586975E0,-4.976716100E0,2.747854557E0
2.626439854E1,-3.218720893E0,-5.099868402E0,3.208006455E0
2.627435354E1,-2.769576963E0,-4.517226399E0,3.206026003E0
2.628430954E1,-1.784566270E0,-3.432241913E0,2.743976099E0
2.629426454E1,-6.598530970E-1,-2.177003318E0,1.642148416E0
2.630421954E1,1.140304902E-1,-1.106769311E0,1.851134920E-1
2.631417554E1,4.748955064E-1,-3.170063581E-1,-1.196714544E0
2.632413054E1,9.083370312E-1,-1.631283997E-1,-2.864449207E0
2.633408554E1,6.197731380E-1,-2.239106449E-1,-3.645567051E0
2.634404154E1,-1.162769923E0,1.133479684E0,-1.668963162E0
2.635399654E1,-8.976646931E-1,1.602251109E-1,-2.436773914E0
2.636395254E1,-6.026733944E-1,-3.653404659E-1,-1.899065132E0
2.637390754E1,-3.672299936E-1,-4.004662983E-1,-1.272649995E0
2.638386254E1,-3.680737834E-1,-3.550423497E-1,-1.218835731E0
2.639381854E1,-3.272923778E-1,-3.640855072E-1,-1.245817707E0
2.640377354E1,-2.531418444E-1,-4.973798047E-1,-1.421172196E0
2.641372854E1,-1.716706701E-1,-4.960934173E-1,-1.451246765E0
2.642368454E1,6.779202898E-2,-4.308510621E-1,-1.428537349E0
2.643363954E1,2.430516333E-1,-3.295499513E-1,-1.555402633E0
2.644359454E1,1.471525549E-1,-1.788142135E-1,-1.856409109E0
2.645355054E1,5.032016489E-2,8.250859827E-2,-2.130281580E0
2.646350554E1,8.336764561E-2,2.594495101E-1,-2.435331990E0
2.647346154E1,9.995492647E-2,3.828516342E-1,-2.588319125E0
2.648341654E1,1.798952175E-1,3.926848237E-1,-2.467724980E0
2.649337154E1,1.057569541E-1,3.166944091E-1,-2.313835035E0
2.650332754E1,-1.710817276E-1,3.102056077E-1,-2.118325778E0
2.651328254E1,-4.805965782E-1,3.952804027E-1,-2.052563313E0
2.652323754E1,-6.896574515E-1,5.082033663E-1,-2.070974441E0
2.653319354E1,-6.933549383E-1,6.812653083E-1,-2.162692696E0
2.654314854E1,-7.140890189E-1,8.962446968E-1,-2.113375525E0
2.655310354E1,-7.065632138E-1,1.056376837E0,-1.918171493E0
2.656305954E1,-6.520319344E-1,1.120423071E0,-1.567597586E0
2.657301454E1,-6.247583279E-1,1.200025676E0,-1.243357784E0
2.658296954E1,-5.808634993E-1,1.337842210E0,-8.390912336E-1
2.659292554E1,-5.498138705E-1,1.478512332E0,-4.248779851E-1
2.660288054E1,-6.076890629E-1,1.388292133E0,-2.242185009E-1
2.661283554E1,-6.886752655E-1,1.145352748E0,-7.445727468E-2
2.662279154E1,-7.899435588E-1,1.206842360E0,-1.918912920E0
2.663274654E1,-8.242922232E-1,1.280488480E0,-8.281411529E-2
2.664270254E1,-6.635600124E-1,1.190931502E0,2.016583056E0
2.665265754E1,-6.084651711E-1,1.278770130E0,2.834148935E0
2.666261254E1,-4.810872692E-1,1.265182370E0,3.317251155E0
2.667256854E1,-4.146719260E-1,1.205045950E0,3.070016259E0
2.668252354E1,-4.848107030E-1,1.150207399E0,2.401360837E0
2.669247854E1,-4.592473705E-1,1.121687166E0,2.077397608E0
2.670243454E1,-4.133844788E-1,1.350569991E0,1.865033167E0
2.671238954E1,-2.295158955E-1,1.845545420E0,1.822230379E0
2.672234454E1,1.399069136E-1,2.513591417E0,1.872707053E0
2.673230054E1,4.791480036E-1,2.858230108E0,1.761750289E0
2.674225554E1,6.243202253E-1,2.064708565E0,2.040605757E0
2.675221154E1,6.954821554E-1,1.940437983E-1,2.689126877E0
2.676216654E1,9.096292658E-1,-1.535474737E0,2.697842152E0
2.677212154E1,5.372048616E-1,-2.760487759E0,2.667098077E0
2.678207754E1,-4.030935619E-1,-3.265207135E0,2.644487479E0
2.679203254E1,-1.235837095E0,-3.231269018E0,2.532936053E0
2.680198754E1,-1.473942148E0,-2.757495446E0,2.332169564E0
2.681194354E1,-8.555751923E-1,-2.042210964E0,2.131080894E0
2.682189854E1,-2.073789583E-1,-1.612070339E0,1.951459692E0
2.683185354E1,5.594419689E-1,-1.042290602E0,1.898634192E0
2.684180954E1,1.229883752E0,-6.533626145E-1,1.614826716E0
2.685176454E1,1.545798289E0,-3.749863252E-1,9.661839741E-1
2.686171954E1,1.864147314E0,-1.538417056E-2,6.239265615E-1
2.687167554E1,2.276632710E0,1.007659444E-1,4.571405822E-1
2.688163054E1,2.612967478E0,1.979086617E-1,5.100257242E-1
2.689158654E1,2.515427150E0,1.436656500E-1,5.994448543E-1
2.690154154E1,2.101075907E0,4.194485530E-2,6.152101171E-1
2.691149654E1,1.588182855E0,-9.099466234E-2,3.651720661E-1
2.692145254E1,1.060993652E0,-1.984946989E-1,-1.910659575E-1
2.693140754E1,5.395925721E-1,-2.456111240E-1,-9.221064931E-1
2.694136254E1,8.363279857E-2,-1.406288986E-1,-1.633767602E0
2.695131854E1,-1.654109882E-1,-4.179136589E-2,-2.185549462E0
2.696127354E1,-2.420429886E-1,3.151568837E-2,-2.531731526E0
2.697122854E1,-2.565052725E-1,5.687440485E-2,-2.788689172E0
2.698118454E1,-3.216475855E-1,-9.770697355E-4,-3.130348415E0
2.699113954E1,-3.773043077E-1,-7.280843295E-2,-3.287243829E0
2.700109554E1,-2.795540647E-1,-1.383647105E-1,-3.243192660E0
2.701105054E1,-5.990417618E-2,-2.123437560E-1,-3.314447415E0
2.702100554E1,1.338594674E-1,-2.658719455E-1,-3.425358571E0
2.703096154E1,2.905502654E-1,-2.857456814E-1,-3.544465769E0
2.704091654E1,3.449686204E-1,-1.936289383E-1,-3.683880347E0
2.705087196E1,2.512601556E-1,4.249610156E-3,-3.738683376E0
2.706082796E1,4.352996238E-3,2.490024360E-1,-3.626930221E0
2.707078296E1,-2.430215567E-1,4.245508334E-1,-3.367886288E0
2.708073796E1,-3.043330663E-1,5.262584719E-1,-3.026436376E0
2.709069396E1,-1.570638321E-1,5.116366321E-1,-2.670235108E0
2.710064896E1,1.140332402E-1,4.373122354E-1,-2.210715294E0
2.711060496E1,4.631804636E-1,4.052952214E-1,-1.519575573E0
2.712055996E1,7.369258312E-1,4.212805588E-1,-9.700296879E-1
2.713051496E1,7.322623113E-1,5.136882008E-1,-5.638663012E-1
2.714047096E1,5.128263943E-1,6.973507062E-1,-1.773214924E-1
2.715042596E1,3.243057297E-1,9.088992409E-1,2.343055326E-1
2.716038096E1,2.444673356E-1,1.068289296E0,4.894780236E-1
2.717033696E1,2.565578244E-1,1.096324137E0,4.827110410E-1
2.718029196E1,3.010759296E-1,1.078478874E0,3.305647355E-1
2.719024696E1,2.981429297E-1,1.058250066E0,3.338315749E-1
2.720020296E1,1.556401082E-1,1.068631432E0,7.521513230E-1
2.721015796E1,-2.325397465E-2,1.033641839E0,1.421328902E0
2.722011296E1,-9.991438882E-2,8.578053935E-1,2.053025243E0
2.723006896E1,-1.239823507E-1,5.494219244E-1,2.690224984E0
2.724002396E1,-1.418715233E-1,2.424042917E-1,3.492161840E0
2.724997996E1,-2.615430691E-1,-4.598484278E-2,4.224029172E0
2.725993496E1,-4.238190544E-1,-3.331071049E-1,4.609696898E0
2.726988996E1,-4.619503922E-1,-5.857455589E-1,4.528769095E0
2.727984596E1,-4.097685606E-1,-7.752991341E-1,4.046466774E0
2.728980096E1,-4.072870388E-1,-7.453231638E-1,3.289203815E0
2.729975596E1,-4.110776060E-1,-5.190280974E-1,2.512860222E0
2.730971196E1,-2.906869806E-1,-3.581267560E-1,1.891550290E0
2.731966696E1,-1.742990667E-1,-4.015606778E-1,1.373921431E0
2.732962196E1,-2.578153777E-1,-6.553554918E-1,1.139656245E0
2.733957796E1,-5.329079621E-1,-1.060408419E0,1.354698125E0
2.734953296E1,-8.561531165E-1,-1.575039483E0,1.873757797E0
2.735948896E1,-1.233647605E0,-2.069036966E0,2.554521634E0
2.736944396E1,-1.616360441E0,-2.456524054E0,3.157750806E0
2.737939896E1,-1.777467312E0,-2.647218713E0,3.475680878E0
2.738935496E1,-1.520596059E0,-2.585616834E0,3.467774273E0
2.739930996E1,-9.309333037E-1,-2.375726351E0,2.838754202E0
2.740926496E1,-3.922191661E-1,-2.041366188E0,1.725235596E0
2.741922096E1,1.103717686E-1,-1.407716876E0,8.330592459E-1
2.742917596E1,5.780753641E-1,-6.723965440E-1,1.100247180E-1
2.743913096E1,8.589296669E-1,-1.243448415E-1,-3.985210758E-1
2.744908696E1,9.718853018E-1,2.694195244E-1,-8.211683482E-1
2.745904196E1,8.814842049E-1,5.951634499E-1,-1.079665566E0
2.746899796E1,6.708289786E-1,7.313453948E-1,-1.235455272E0
2.747895296E1,4.834103314E-1,7.240744552E-1,-1.396847779E0
2.748890796E1,2.955147890E-1,6.094371611E-1,-1.587150090E0
2.749886396E1,2.089612514E-1,4.419455691E-1,-1.760276206E0
2.750881896E1,8.344786210E-2,2.393379387E-1,-1.971612706E0
2.751877396E1,-3.593941765E-2,7.197615489E-2,-2.231236682E0
2.752872996E1,-9.044305064E-2,-1.331469476E-2,-2.497952161E0
2.753868496E1,-1.460285099E-1,-6.979068495E-2,-2.720466784E0
2.754864096E1,-1.234706463E-1,-8.175474599E-2,-2.929981291E0
2.755859596E1,-9.700603858E-2,-1.108521722E-1,-3.230990691E0
2.756855096E1,-1.405810245E-1,-1.148929636E-1,-3.555632197E0
2.757850696E1,-2.012057969E-1,-6.301244639E-2,-3.747242530E0
2.758846196E1,-2.923213139E-1,6.156299472E-2,-3.817697386E0
2.759841696E1,-4.090121867E-1,2.274158315E-1,-3.810238677E0
2.760837296E1,-4.088809167E-1,3.985591558E-1,-3.673510895E0
2.761832796E1,-3.469397899E-1,5.532855452E-1,-3.448336374E0
2.762828296E1,-1.842543533E-1,6.913964865E-1,-3.205934202E0
2.763823896E1,2.887884993E-2,7.908779439E-1,-2.878817570E0
2.764819396E1,1.730013502E-1,8.764383502E-1,-2.603387400E0
2.765814896E1,1.520530789E-1,9.671472298E-1,-2.461361455E0
2.766810496E1,-5.029785868E-2,1.093769343E0,-2.254874636E0
2.767805996E1,-2.111060467E-1,1.254998713E0,-1.965060316E0
2.768801596E1,-3.714418162E-1,1.367042913E0,-1.563654808E0
2.769797096E1,-4.855521300E-1,1.353171709E0,-1.183013933E0
2.770792596E1,-5.443607207E-1,1.267199805E0,-8.658749896E-1
2.771788196E1,-5.674126740E-1,1.128646961E0,-6.001921284E-1
2.772783696E1,-4.712305812E-1,9.851793851E-1,-3.921259761E-1
2.773779196E1,-3.679551946E-1,9.250823604E-1,2.684281290E-2
2.774774796E1,-2.091593076E-1,8.844260853E-1,7.425677365E-1
2.775770296E1,-1.655034473E-1,6.864034760E-1,1.539177779E0
2.776765896E1,-3.710201588E-1,3.747099712E-1,2.300947187E0
2.777761396E1,-6.507724442E-1,3.579490006E-2,3.224092146E0
2.778756896E1,-8.479330277E-1,-2.329864007E-1,4.216865163E0
2.779752496E1,-8.366446124E-1,-3.807383043E-1,5.016585340E0
2.780747996E1,-6.495471601E-1,-4.483268548E-1,5.285409325E0
2.781743496E1,-4.356669020E-1,-2.882507747E-1,4.853038718E0
2.782739096E1,-2.119071883E-1,1.129987581E-1,4.193127222E0
2.783734596E1,2.382646092E-1,6.253569366E-1,3.463577726E0
2.784730096E1,7.228947064E-1,1.129651147E0,2.637985375E0
2.785725696E1,1.010165707E0,1.263623064E0,2.123614000E0
2.786721196E1,1.043150216E0,7.798595969E-1,2.355695837E0
2.787716696E1,8.490664373E-1,-4.159796923E-1,3.290745726E0
2.788712296E1,4.090981042E-1,-1.743418683E0,4.000258568E0
2.789707796E1,-2.247910894E-1,-2.840484101E0,4.361490780E0
